ID	MAPRESOURCE	MOVE_MODEL	MATRIX	event	script	msg	encount	maptype	bicycle	dash	escape	fly	BGM_DAY	BGM_NIGHT	WEATHER	CAMERA	BATTLE_BG	PLACE_NAME	備考
D25R0101	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2501	○	○	○	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿入り口広間
D25R0102	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2502	○	○	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿長い机の部屋
D25R0103	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2503	○	×	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿2F小部屋
D25R0104	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2504	○	×	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿通路
D25R0105	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2505	○	×	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿２つの部屋１
D25R0106	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2506	○	○	○	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん　３つの部屋１
D25R0107	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2507	○	×	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん　３つの部屋２
D25R0108	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2508	○	○	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿３つの部屋３
D25R0109	AREA_ID_DUNGEON14	MMLID_NOENTRY	DUN2509	○	×	×	○	MAPTYPE_CAVE	×	×	×	×	SEQ_D_03	SEQ_D_03	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D25YOUKAN	もりのようかん＿２つの部屋２
D25R1001	AREA_ID_ROOM12	AREA_ID_ROOM12	GATE01	×	×	×	×	MAPTYPE_CAVE	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_CAVE_A	MAPNAME_NOTHING	3/4追加　洋館＿3つの部屋３
D26R0101	AREA_ID_DUNGEON06	MMLID_NOENTRY	DUN2601	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　１Ｆ
D26R0102	AREA_ID_DUNGEON06	MMLID_NOENTRY	DUN2602	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_AGITO	SEQ_D_AGITO	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　２Ｆ
D26R0103	AREA_ID_DUNGEON06	MMLID_NOENTRY	DUN2603	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_AGITO	SEQ_D_AGITO	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　３Ｆ
D26R0104	AREA_ID_DUNGEON06	MMLID_NOENTRY	DUN2604	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_AGITO	SEQ_D_AGITO	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　４Ｆ
D26R0105	AREA_ID_DUNGEON06	MMLID_NOENTRY	DUN2606	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_AGITO	SEQ_D_AGITO	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　Ｂ１Ｆ
D26R0106	AREA_ID_DUNGEON06	MMLID_NOENTRY	DUN2605	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_D_AGITO	SEQ_D_AGITO	SUNNY	4	BG_ID_ROOM_B	MAPNAME_D26AZITO	ギンガだんアジト　Ｂ2Ｆ
D27R0101	AREA_ID_DUNGEON10	MMLID_NOENTRY	DUN2701	○	○	○	○	MAPTYPE_CAVE	○	○	×	○	SEQ_D_LAKE	SEQ_D_LAKE	SUNNY	2	BG_ID_FOREST	MAPNAME_D27MIZUUMI	L1湖内部森1
D27R0102	AREA_ID_DUNGEON10	MMLID_NOENTRY	DUN2702	○	○	○	○	MAPTYPE_CAVE	○	○	×	○	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	2	BG_ID_FOREST	MAPNAME_D27MIZUUMI	L1湖内部森2
D27R0103	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2703	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_RYAYHY	SEQ_D_RYAYHY	SUNNY	12	BG_ID_CAVE_C	MAPNAME_D27ANA	シンジこのくうどう
D28R0101	AREA_ID_DUNGEON10	MMLID_NOENTRY	DUN2801	○	○	○	×	MAPTYPE_CAVE	○	○	×	○	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	2	BG_ID_MOUNTAIN	MAPNAME_D28MIZUUMI	3/4追加　L2湖内部森１
D28R0102	AREA_ID_DUNGEON10	MMLID_NOENTRY	DUN2802	○	○	○	○	MAPTYPE_CAVE	○	○	×	○	SEQ_D_LAKE	SEQ_D_LAKE	SUNNY	2	BG_ID_FOREST	MAPNAME_D28MIZUUMI	3/4追加　L2湖内部森２
D28R0103	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2803	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	12	BG_ID_CAVE_C	MAPNAME_D28ANA	リッシこのくうどう
D29R0101	AREA_ID_AREA09	MMLID_NOENTRY	DUN2901	○	○	○	×	MAPTYPE_CAVE	×	○	×	○	SEQ_D_LAKE	SEQ_D_LAKE	SUNNY	15	BG_ID_SNOW_MOUNTAIN	MAPNAME_D29MIZUUMI	3/4追加　L3湖内部森１
D29R0102	AREA_ID_AREA09	MMLID_NOENTRY	DUN2902	○	○	○	○	MAPTYPE_CAVE	×	○	×	○	SEQ_D_GINLOBBY	SEQ_D_GINLOBBY	SUNNY	15	BG_ID_SNOW_MOUNTAIN	MAPNAME_D29MIZUUMI	3/4追加　L3湖内部森１
D29R0103	AREA_ID_DUNGEON01	MMLID_NOENTRY	DUN2903	○	○	○	×	MAPTYPE_CAVE	○	○	×	×	SEQ_D_RYAYHY	SEQ_D_RYAYHY	SUNNY	12	BG_ID_CAVE_C	MAPNAME_D29ANA	エイチこのくうどう
D30	AREA_ID_AREA10	MMLID_AREA10	SINOU	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_03	SEQ_D_03	SUNNY	0	BG_ID_BASIC	MAPNAME_D30SIMA	配布用マップダークの島
D30R0101	AREA_ID_DUNGEON02	MMLID_NOENTRY	DUN3001	○	○	○	×	MAPTYPE_CAVE	×	○	×	×	SEQ_D_03	SEQ_D_03	SUNNY	2	BG_ID_FOREST	MAPNAME_D30SIMA	配布用マップダークの島内部
D31	AREA_ID_DUNGEON12	MMLID_NOENTRY	DUN3101	○	○	○	×	MAPTYPE_TOWN	○	○	×	○	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	2	BG_ID_CITY	MAPNAME_D31BATTLEPARK	バトルパーク
D31R0101	AREA_ID_ROOM22	MMLID_NOENTRY	FAC01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_CITY11_D	SEQ_CITY11_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31BATTLEPARK	ＢＰ引き換え所
D31R0102	AREA_ID_ROOM14	MMLID_NOENTRY	FAC02	×	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	4	BG_ID_ROOM_A	MAPNAME_NOTHING	ファクトリーレンタル部屋
D31R0103	AREA_ID_ROOM14	MMLID_NOENTRY	FAC03	×	×	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	4	BG_ID_ROOM_A	MAPNAME_NOTHING	ファクトリー対戦部屋
D31R0201	AREA_ID_ROOM14	MMLID_NOENTRY	TOWER01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31TOWER	タワー1F
D31R0202	AREA_ID_ROOM02	MMLID_NOENTRY	EV01	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31TOWER	タワーエレベータ
D31R0203	AREA_ID_ROOM14	MMLID_NOENTRY	TOWER02	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31TOWER	タワーシングル通路
D31R0204	AREA_ID_ROOM14	MMLID_NOENTRY	TOWER03	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31TOWER	タワーマルチ通路
D31R0205	AREA_ID_ROOM14	MMLID_NOENTRY	TOWER05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31TOWER	タワーシングル対戦部屋
D31R0206	AREA_ID_ROOM14	MMLID_NOENTRY	TOWER06	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_BF_TOWWER	SEQ_BF_TOWWER	SUNNY	4	BG_ID_ROOM_A	MAPNAME_D31TOWER	タワーマルチ対戦部屋
DIRECT2	AREA_ID_UNIONROOM	MMLID_UNIONROOM	PC03	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_NOTHING	ユニオンルーム
DIRECT4	AREA_ID_UNIONROOM	MMLID_UNIONROOM	PC06	○	○	×	×	MAPTYPE_ROOM	×	×	×	×	SEQ_PC_01	SEQ_PC_02	SUNNY	4	BG_ID_ROOM_A	MAPNAME_NOTHING	ユニオンルーム
L01	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	×	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_A_D	SEQ_ROAD_A_N	SUNNY	0	BG_ID_BASIC	MAPNAME_L01	Ｌ１の湖：フィールド
L01R0101	AREA_ID_ROOM01	AREA_ID_ROOM01	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_A_D	SEQ_ROAD_A_N	SUNNY	0	BG_ID_ROOM_A	MAPNAME_L01	2/3削除予定Ｌ１：？？？？の湖：民家1＿1F
L02	AREA_ID_AREA13	MMLID_AREA13	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	0	BG_ID_BASIC	MAPNAME_L02	Ｌ２の湖：フィールド
L02R0101	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02RESTAURANT	3/４追加 レストラン棟
L02R0201	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02HOTEL	3/４追加 客室棟３
L02R0301	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02HOTEL	3/４追加 客室棟４（増田Ｄ）
L03	AREA_ID_AREA09	MMLID_AREA09	SINOU	○	○	○	○	MAPTYPE_ROAD	×	○	×	○	SEQ_ROAD_SNOW_D	SEQ_ROAD_SNOW_N	CAL_L03	0	BG_ID_SNOW_MOUNTAIN	MAPNAME_L03	Ｌ３の湖：フィールド
L04	AREA_ID_AREA13	MMLID_AREA13	SINOU	○	×	×	×	MAPTYPE_ROAD	○	○	×	○	SEQ_D_03	SEQ_D_03	SUNNY	0	BG_ID_BASIC	MAPNAME_L04	Ｌ４の湖：フィールド
R201	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_A_D	SEQ_ROAD_A_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R201	201番道路
R202	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_A_D	SEQ_ROAD_A_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R202	202番道路
R203	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R203	203番道路
R204a	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	○	○	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R204	204a番道路
R204b	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	○	○	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R204	204b番道路
R205a	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_R205	205a番道路
R205aR0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R205	205a民家
R205b	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R205	205b番道路
R206	AREA_ID_AREA02	MMLID_AREA02	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_D_D	SEQ_ROAD_D_N	FOG	0	BG_ID_BASIC	MAPNAME_R206	206番道路
R206R0101	AREA_ID_ROOM12	MMLID_NOENTRY	GATE07	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R206	大サイクリングロードゲート（南側）																																																																																																																																																										
R206R0201	AREA_ID_ROOM12	AREA_ID_ROOM12	GATE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_DUMMY	SEQ_DUMMY	SUNNY	0	BG_ID_ROOM_A	MAPNAME_NOTHING	2/3削除予定 サイクリングロードゲート（南側）																																																																																																																																																										
R207	AREA_ID_AREA02	MMLID_AREA02	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_R207	207番道路																																																																																																																																																										
R208	AREA_ID_AREA04	MMLID_AREA04	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_D_D	SEQ_ROAD_D_N	FOG	0	BG_ID_MOUNTAIN	MAPNAME_R208	208番道路																																																																																																																																																										
R208R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R208	木の実爺さんの家																																																																																																																																																										
R209	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R209	209番道路																																																																																																																																																										
R209R0101	AREA_ID_ROOM23	MMLID_NOENTRY	LOST01	○	○	○	○	MAPTYPE_ROOM	×	×	○	×	SEQ_D_02	SEQ_D_02	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R209	ロストタワー１Ｆ																																																																																																																																																										
R209R0102	AREA_ID_ROOM23	MMLID_NOENTRY	LOST02	○	×	×	○	MAPTYPE_ROOM	×	×	○	×	SEQ_D_02	SEQ_D_02	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R209	ロストタワー２Ｆ																																																																																																																																																										
R209R0103	AREA_ID_ROOM23	MMLID_NOENTRY	LOST03	○	×	×	○	MAPTYPE_ROOM	×	×	○	×	SEQ_D_02	SEQ_D_02	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R209	ロストタワー３Ｆ																																																																																																																																																										
R209R0104	AREA_ID_ROOM23	MMLID_NOENTRY	LOST04	○	×	×	○	MAPTYPE_ROOM	×	×	○	×	SEQ_D_02	SEQ_D_02	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R209	ロストタワー４Ｆ																																																																																																																																																										
R209R0105	AREA_ID_ROOM23	MMLID_NOENTRY	LOST05	○	○	○	○	MAPTYPE_ROOM	×	×	○	×	SEQ_D_02	SEQ_D_02	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R209	ロストタワー５Ｆ																																																																																																																																																										
R210A	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R210	R210a道路																																																																																																																																																										
R210B	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	MIST1	0	BG_ID_MOUNTAIN	MAPNAME_R210	R210b道路																																																																																																																																																										
R210BR0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R210	3/3追加　ドラゴン技教えの家																																																																																																																																																										
R211a	AREA_ID_AREA03	MMLID_AREA03	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_C_D	SEQ_ROAD_C_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_R211	R211a道路																																																																																																																																																										
R211b	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_R211	R211b道路																																																																																																																																																										
R212A	AREA_ID_AREA07	MMLID_AREA07	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R212	R212a道路
R212AR0101	AREA_ID_ROOM16	MMLID_NOENTRY	RICH01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R212YASIKI	ポケモン屋敷１Ｆ
R212AR0102	AREA_ID_ROOM16	MMLID_NOENTRY	RICH02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R212YASIKI	ポケモン屋敷ー中二階ー寝室
R212AR0103	AREA_ID_ROOM16	MMLID_NOENTRY	RICH03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R212YASIKI	ポケモン屋敷ー中二階ー主人の部屋
R212B	AREA_ID_AREA07	MMLID_AREA07	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_E_D	SEQ_ROAD_E_N	CAL_R212B	0	BG_ID_BASIC	MAPNAME_R212	R212B道路
R212BR0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R212	R212B道路民家
R213	AREA_ID_AREA13	MMLID_AREA13	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_TOWN07_D	SEQ_TOWN07_N	CAL_R213	0	BG_ID_SEA	MAPNAME_R213	R213道路
R213R0101	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R213	3/4追加　ｃ６←→R213ゲート
R213R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE03	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_R213ASIATO	3/4追加　足跡博士の家
R213R0301	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02HOTEL	3/4追加　ホテルフロント棟
R213R0401	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02HOTEL	3/4追加　ホテル客室棟１
R213R0501	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02HOTEL	3/4追加　ホテル客室棟２
R213R0601	AREA_ID_ROOM16	MMLID_NOENTRY	HOTEL02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_TOWN07_D	SEQ_TOWN07_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_L02HOTEL	3/4追加　ホテル客室棟３
R214	AREA_ID_AREA13	MMLID_AREA13	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	0	BG_ID_MOUNTAIN	MAPNAME_R214	R214道路
R214R0101	AREA_ID_ROOM12	MMLID_NOENTRY	GATE01	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_F_D	SEQ_ROAD_F_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R214	3/3追加　R219←→ｃ０８ゲート
R215	AREA_ID_AREA05	MMLID_AREA05	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_F_D	SEQ_ROAD_F_N	RAIN	0	BG_ID_FOREST	MAPNAME_R215	R215道路
R216	AREA_ID_AREA09	MMLID_AREA09	SINOU	○	○	○	○	MAPTYPE_ROAD	×	○	×	○	SEQ_ROAD_SNOW_D	SEQ_ROAD_SNOW_N	CAL_R216	0	BG_ID_SNOW_MOUNTAIN	MAPNAME_R216	R216道路
R216R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE04	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_SNOW_D	SEQ_ROAD_SNOW_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R216	R216民家１
R217	AREA_ID_AREA09	MMLID_AREA09	SINOU	○	○	○	○	MAPTYPE_ROAD	×	○	×	○	SEQ_ROAD_SNOW_D	SEQ_ROAD_SNOW_N	SNOWSTORM_H	0	BG_ID_SNOW_MOUNTAIN	MAPNAME_R217	R217道路
R217R0101	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_SNOW_D	SEQ_ROAD_SNOW_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R217	民家１_1F
R217R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_SNOW_D	SEQ_ROAD_SNOW_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R217	民家2_1F
R218	AREA_ID_AREA10	MMLID_AREA10	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R218	R218道路
R218R0101	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R218	２１８番道路：ゲート c01：コトブキ側
R218R0201	AREA_ID_ROOM12	MMLID_NOENTRY	GATE02	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_B_D	SEQ_ROAD_B_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R218	２１８番道路：ゲート c02：ミオ側
R219	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_A_D	SEQ_ROAD_A_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R219	219番道路
R221	AREA_ID_AREA01	MMLID_AREA01	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R221	221番道路
R221R0101	AREA_ID_ROOM20	MMLID_NOENTRY	GATE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	4	BG_ID_ROOM_C	MAPNAME_D10POKEPARK	3/4追加　ポケモンパークゲート
R221R0201	AREA_ID_ROOM01	MMLID_NOENTRY	HOUSE05	○	○	○	×	MAPTYPE_ROOM	×	×	×	×	SEQ_ROAD_D_D	SEQ_ROAD_D_N	SUNNY	4	BG_ID_ROOM_A	MAPNAME_R221	3/4追加　民家１
R222	AREA_ID_AREA13	MMLID_AREA13	SINOU	○	○	○	○	MAPTYPE_ROAD	○	○	×	○	SEQ_ROAD_E_D	SEQ_ROAD_E_N	SUNNY	0	BG_ID_BASIC	MAPNAME_R222	R222道路
